psalm,verse_number,text,compound_sentiment,clean_text,cluster,cluster_label
121,2,"My help comes from the Lord, who made heaven and earth.",0.7184,help comes lord made heaven earth,4,Victory and Power
121,3,He will not let your foot be moved; he who keeps you will not slumber.,0.0,let foot moved keeps slumber,1,Poetic Metaphors
121,4,He who keeps Israel will neither slumber nor sleep.,0.0,keeps israel neither slumber sleep,2,Protection and Authority
121,5,The Lord is your keeper; the Lord is your shade at your right hand.,0.4939,lord keeper lord shade right hand,4,Victory and Power
121,6,"The sun shall not strike you by day, nor the moon by night.",0.0951,sun shall strike day moon night,1,Poetic Metaphors
121,7,The Lord will keep you from all evil; he will keep your life.,-0.6597,lord keep evil keep life,4,Victory and Power
121,8,The Lord will keep your going out and your coming in from this time on and forevermore.,0.0,lord keep going coming time forevermore,4,Victory and Power
122,1,"I was glad when they said to me, “Let us go to the house of the Lord!”",0.5093,glad said let us go house lord,4,Victory and Power
122,2,"Our feet are standing within your gates, O Jerusalem.",0.0,feet standing within gates jerusalem,2,Protection and Authority
122,3,Jerusalem—built as a city that is bound firmly together.,0.0,city bound firmly together,1,Poetic Metaphors
122,4,"To it the tribes go up, the tribes of the Lord, as was decreed for Israel, to give thanks to the name of the Lord.",0.4404,tribes go tribes lord decreed israel give thanks name lord,2,Protection and Authority
122,5,"For there the thrones for judgment were set up, the thrones of the house of David.",0.0,thrones judgment set thrones house david,2,Protection and Authority
122,6,Pray for the peace of Jerusalem: “May they prosper who love you.,0.875,pray peace jerusalem may prosper love,2,Protection and Authority
122,7,"Peace be within your walls, and security within your towers.”",0.7096,peace within walls security within towers,1,Poetic Metaphors
122,8,"For the sake of my relatives and friends I will say, “Peace be within you.”",0.4767,sake relatives friends say peace within,3,Judgment & Righteousness
122,9,"For the sake of the house of the Lord our God, I will seek your good.",0.6124,sake house lord god seek good,4,Victory and Power
123,1,"To you I lift up my eyes, O you who are enthroned in the heavens!",0.4574,lift eyes enthroned heavens,4,Victory and Power
123,2,"As the eyes of servants look to the hand of their master, as the eyes of a maid to the hand of her mistress, so our eyes look to the Lord our God, until he has mercy upon us.",0.875,eyes servants look hand master eyes maid hand mistress eyes look lord god mercy upon us,4,Victory and Power
123,3,"Have mercy upon us, O Lord, have mercy upon us, for we have had more than enough of contempt.",0.0516,mercy upon us lord mercy upon us enough contempt,4,Victory and Power
123,4,"Our soul has had more than its fill of the scorn of those who are at ease, of the contempt of the proud.",-0.2263,soul fill scorn ease contempt proud,3,Judgment & Righteousness
124,1,If it had not been the Lord who was on our side —let Israel now say—,0.0,lord side israel,2,Protection and Authority
124,2,"if it had not been the Lord who was on our side, when our enemies attacked us,",-0.7351,lord side enemies attacked us,4,Victory and Power
124,3,"then they would have swallowed us up alive, when their anger was kindled against us;",-0.2732,would swallowed us alive anger kindled us,3,Judgment & Righteousness
124,4,"then the flood would have swept us away, the torrent would have gone over us;",0.0,flood would swept us away torrent would gone us,1,Poetic Metaphors
124,5,then over us would have gone the raging waters.,-0.5267,us would gone raging waters,1,Poetic Metaphors
124,6,"Blessed be the Lord, who has not given us as prey to their teeth.",0.5994,blessed lord given us prey teeth,4,Victory and Power
124,7,"We have escaped like a bird from the snare of the fowlers; the snare is broken, and we have escaped.",-0.1531,escaped like bird snare fowlers snare broken escaped,1,Poetic Metaphors
124,8,"Our help is in the name of the Lord, who made heaven and earth.",0.7184,help name lord made heaven earth,4,Victory and Power
125,1,"Those who trust in the Lord are like Mount Zion, which cannot be moved, but abides forever.",0.4404,trust lord like mount zion moved abides forever,2,Protection and Authority
125,2,"As the mountains surround Jerusalem, so the Lord surrounds his people, from this time on and forevermore.",0.0,mountains surround jerusalem lord surrounds people time forevermore,2,Protection and Authority
125,3,"For the scepter of wickedness shall not rest on the land allotted to the righteous, so that the righteous might not stretch out their hands to do wrong.",-0.7351,scepter wickedness shall rest land allotted righteous righteous might stretch hands wrong,3,Judgment & Righteousness
125,4,"Do good, O Lord, to those who are good, and to those who are upright in their hearts.",0.8779,good lord good upright hearts,0,Hopefulness
125,5,But those who turn aside to their own crooked ways the Lord will lead away with evildoers. Peace be upon Israel!,0.1134,turn aside crooked ways lord lead away evildoers peace upon israel,2,Protection and Authority
126,1,"When the Lord restored the fortunes of Zion, we were like those who dream.",0.7096,lord restored fortunes zion like dream,2,Protection and Authority
126,2,"Then our mouth was filled with laughter, and our tongue with shouts of joy; then it was said among the nations, “The Lord has done great things for them.”",0.9022,mouth filled laughter tongue shouts joy said among nations lord done great things,4,Victory and Power
126,3,"The Lord has done great things for us, and we rejoiced.",0.7964,lord done great things us rejoiced,4,Victory and Power
126,4,"Restore our fortunes, O Lord, like the watercourses in the Negeb.",0.5719,restore fortunes lord like watercourses negeb,1,Poetic Metaphors
126,5,May those who sow in tears reap with shouts of joy.,0.4404,may sow tears reap shouts joy,0,Hopefulness
126,6,"Those who go out weeping, bearing the seed for sowing, shall come home with shouts of joy, carrying their sheaves.",0.2263,go weeping bearing seed sowing shall come home shouts joy carrying sheaves,1,Poetic Metaphors
127,1,"Unless the Lord builds the house, those who build it labor in vain. Unless the Lord guards the city, the guard keeps watch in vain.",-0.6808,unless lord builds house build labor vain unless lord guards city guard keeps watch vain,4,Victory and Power
127,2,"It is in vain that you rise up early and go late to rest, eating the bread of anxious toil; for he gives sleep to his beloved.",-0.128,vain rise early go late rest eating bread anxious toil gives sleep beloved,0,Hopefulness
127,3,"Sons are indeed a heritage from the Lord, the fruit of the womb a reward.",0.5719,sons indeed heritage lord fruit womb reward,2,Protection and Authority
127,4,Like arrows in the hand of a warrior are the sons of one’s youth.,0.6908,like arrows hand warrior sons one youth,1,Poetic Metaphors
127,5,Happy is the man who has his quiver full of them. He shall not be put to shame when he speaks with his enemies in the gate.,-0.3818,happy man quiver full shall put shame speaks enemies gate,3,Judgment & Righteousness
128,1,"Happy is everyone who fears the Lord, who walks in his ways.",0.2263,happy everyone fears lord walks ways,4,Victory and Power
128,2,"You shall eat the fruit of the labor of your hands; you shall be happy, and it shall go well with you.",0.7003,shall eat fruit labor hands shall happy shall go well,3,Judgment & Righteousness
128,3,Your wife will be like a fruitful vine within your house; your children will be like olive shoots around your table.,0.6124,wife like fruitful vine within house children like olive shoots around table,1,Poetic Metaphors
128,4,Thus shall the man be blessed who fears the Lord.,0.2732,thus shall man blessed fears lord,4,Victory and Power
128,5,The Lord bless you from Zion. May you see the prosperity of Jerusalem all the days of your life.,0.4215,lord bless zion may see prosperity jerusalem days life,2,Protection and Authority
128,6,May you see your children’s children. Peace be upon Israel!,0.5848,may see children children peace upon israel,2,Protection and Authority
129,1,“Often have they attacked me from my youth” —let Israel now say—,-0.4588,often attacked youth israel,2,Protection and Authority
129,2,"“often have they attacked me from my youth, yet they have not prevailed against me.",-0.4588,often attacked youth yet prevailed,3,Judgment & Righteousness
129,3,The plowers plowed on my back; they made their furrows long.”,0.0,plowers plowed back made furrows long,1,Poetic Metaphors
129,4,The Lord is righteous; he has cut the cords of the wicked.,-0.6705,lord righteous cut cords wicked,4,Victory and Power
129,5,May all who hate Zion be put to shame and turned backward.,-0.7783,may hate zion put shame turned backward,2,Protection and Authority
129,6,"Let them be like the grass on the housetops that withers before it grows up,",0.3612,let like grass housetops withers grows,1,Poetic Metaphors
